,Unnamed: 0,continent,location,date,total_cases,total_deaths,total_tests,total_vaccinations,population
175948,175948,Africa,Uganda,2021-08-10,95955.0,2812.0,1511089.0,,47123533.0
175949,175949,Africa,Uganda,2021-08-11,96067.0,2821.0,,,47123533.0
175950,175950,Africa,Uganda,2021-08-12,96224.0,2832.0,1515178.0,,47123533.0
175951,175951,Africa,Uganda,2021-08-13,96497.0,2856.0,1524527.0,,47123533.0
175952,175952,Africa,Uganda,2021-08-14,96678.0,2863.0,1527899.0,,47123533.0
175953,175953,Africa,Uganda,2021-08-15,96987.0,2882.0,1530107.0,,47123533.0
175954,175954,Africa,Uganda,2021-08-16,97124.0,2893.0,1533326.0,,47123533.0
175955,175955,Africa,Uganda,2021-08-17,97186.0,2905.0,1536425.0,,47123533.0
175956,175956,Africa,Uganda,2021-08-18,97294.0,2917.0,,,47123533.0
175957,175957,Africa,Uganda,2021-08-19,97453.0,2931.0,1546900.0,,47123533.0
175958,175958,Africa,Uganda,2021-08-20,97453.0,2931.0,1550386.0,1163451.0,47123533.0
175959,175959,Africa,Uganda,2021-08-21,97453.0,2931.0,1553673.0,1297726.0,47123533.0
175960,175960,Africa,Uganda,2021-08-22,97453.0,2931.0,1555664.0,,47123533.0
175961,175961,Africa,Uganda,2021-08-23,118777.0,2960.0,1558706.0,,47123533.0
175962,175962,Africa,Uganda,2021-08-24,118900.0,2962.0,1561437.0,,47123533.0
175963,175963,Africa,Uganda,2021-08-25,119037.0,2968.0,1565071.0,,47123533.0
175964,175964,Africa,Uganda,2021-08-26,119141.0,2973.0,1569347.0,,47123533.0
175965,175965,Africa,Uganda,2021-08-27,119327.0,2981.0,1573499.0,,47123533.0
175966,175966,Africa,Uganda,2021-08-28,119544.0,2985.0,1576439.0,,47123533.0
175967,175967,Africa,Uganda,2021-08-29,119732.0,2991.0,1579638.0,,47123533.0
175968,175968,Africa,Uganda,2021-08-30,119825.0,3006.0,1583298.0,,47123533.0
175969,175969,Africa,Uganda,2021-08-31,119915.0,3012.0,1586275.0,,47123533.0
175970,175970,Africa,Uganda,2021-09-01,120075.0,3023.0,,1436264.0,47123533.0
175971,175971,Africa,Uganda,2021-09-02,120208.0,3031.0,1593197.0,,47123533.0
175972,175972,Africa,Uganda,2021-09-03,120377.0,3038.0,1596628.0,,47123533.0
175973,175973,Africa,Uganda,2021-09-04,120466.0,3041.0,1600315.0,,47123533.0
175974,175974,Africa,Uganda,2021-09-05,120581.0,3045.0,1603010.0,,47123533.0
175975,175975,Africa,Uganda,2021-09-06,120662.0,3053.0,1606210.0,,47123533.0
175976,175976,Africa,Uganda,2021-09-07,120714.0,3061.0,1610131.0,,47123533.0
175977,175977,Africa,Uganda,2021-09-08,120847.0,3068.0,1613803.0,,47123533.0
175978,175978,Africa,Uganda,2021-09-09,120990.0,3074.0,1617657.0,,47123533.0
175979,175979,Africa,Uganda,2021-09-10,121166.0,3085.0,1622495.0,,47123533.0
175980,175980,Africa,Uganda,2021-09-11,121296.0,3092.0,1626546.0,,47123533.0
175981,175981,Africa,Uganda,2021-09-12,121510.0,3095.0,1629020.0,,47123533.0
175982,175982,Africa,Uganda,2021-09-13,121587.0,3099.0,1632256.0,,47123533.0
175983,175983,Africa,Uganda,2021-09-14,121617.0,3103.0,1635630.0,,47123533.0
175984,175984,Africa,Uganda,2021-09-15,121687.0,3106.0,1639822.0,,47123533.0
175985,175985,Africa,Uganda,2021-09-16,121784.0,3115.0,1643750.0,,47123533.0
175986,175986,Africa,Uganda,2021-09-17,121984.0,3119.0,1647322.0,,47123533.0
175987,175987,Africa,Uganda,2021-09-18,122083.0,3123.0,1650421.0,,47123533.0
175988,175988,Africa,Uganda,2021-09-19,122212.0,3128.0,1653033.0,,47123533.0
175989,175989,Africa,Uganda,2021-09-20,122277.0,3129.0,1656110.0,,47123533.0
175990,175990,Africa,Uganda,2021-09-21,122405.0,3130.0,1659900.0,,47123533.0
175991,175991,Africa,Uganda,2021-09-22,122502.0,3135.0,1663729.0,2058553.0,47123533.0
175992,175992,Africa,Uganda,2021-09-23,122591.0,3137.0,1667531.0,,47123533.0
175993,175993,Africa,Uganda,2021-09-24,122903.0,3140.0,1671304.0,,47123533.0
175994,175994,Africa,Uganda,2021-09-25,123066.0,3143.0,1675142.0,,47123533.0
175995,175995,Africa,Uganda,2021-09-26,123181.0,3145.0,1677756.0,,47123533.0
175996,175996,Africa,Uganda,2021-09-27,123245.0,3146.0,1680863.0,,47123533.0
175997,175997,Africa,Uganda,2021-09-28,123340.0,3148.0,1684232.0,,47123533.0
175998,175998,Africa,Uganda,2021-09-29,123445.0,3152.0,1687958.0,,47123533.0
175999,175999,Africa,Uganda,2021-09-30,123572.0,3156.0,1692121.0,,47123533.0
176000,176000,Africa,Uganda,2021-10-01,123742.0,3159.0,1696176.0,,47123533.0
176001,176001,Africa,Uganda,2021-10-02,123857.0,3159.0,1700054.0,,47123533.0
176002,176002,Africa,Uganda,2021-10-03,123976.0,3160.0,1702945.0,,47123533.0
176003,176003,Africa,Uganda,2021-10-04,124039.0,3162.0,1705808.0,,47123533.0
176004,176004,Africa,Uganda,2021-10-05,124098.0,3163.0,1709310.0,,47123533.0
176005,176005,Africa,Uganda,2021-10-06,124190.0,3165.0,1713164.0,,47123533.0
176006,176006,Africa,Uganda,2021-10-07,124254.0,3170.0,1718085.0,2615807.0,47123533.0
176007,176007,Africa,Uganda,2021-10-08,124437.0,3172.0,1723620.0,,47123533.0
176008,176008,Africa,Uganda,2021-10-09,124544.0,3174.0,1728303.0,,47123533.0
176009,176009,Africa,Uganda,2021-10-10,124646.0,3176.0,1731848.0,,47123533.0
176010,176010,Africa,Uganda,2021-10-11,124736.0,3177.0,1735671.0,,47123533.0
176011,176011,Africa,Uganda,2021-10-12,124808.0,3179.0,1739178.0,,47123533.0
176012,176012,Africa,Uganda,2021-10-13,124864.0,3179.0,1742981.0,,47123533.0
176013,176013,Africa,Uganda,2021-10-14,124924.0,3179.0,1746963.0,2793657.0,47123533.0
176014,176014,Africa,Uganda,2021-10-15,125049.0,3180.0,1751384.0,,47123533.0
176015,176015,Africa,Uganda,2021-10-16,125094.0,3182.0,1755591.0,,47123533.0
176016,176016,Africa,Uganda,2021-10-17,125186.0,3185.0,1758302.0,,47123533.0
176017,176017,Africa,Uganda,2021-10-18,125261.0,3185.0,1761622.0,,47123533.0
176018,176018,Africa,Uganda,2021-10-19,125283.0,3187.0,1765008.0,,47123533.0
176019,176019,Africa,Uganda,2021-10-20,125364.0,3188.0,1768664.0,,47123533.0
176020,176020,Africa,Uganda,2021-10-21,125426.0,3192.0,1773181.0,2990507.0,47123533.0
176021,176021,Africa,Uganda,2021-10-22,125537.0,3194.0,1777540.0,,47123533.0
176022,176022,Africa,Uganda,2021-10-23,125645.0,3198.0,1781878.0,,47123533.0
176023,176023,Africa,Uganda,2021-10-24,125710.0,3200.0,1785306.0,,47123533.0
176024,176024,Africa,Uganda,2021-10-25,125758.0,3200.0,1788699.0,,47123533.0
176025,176025,Africa,Uganda,2021-10-26,125788.0,3200.0,1792314.0,,47123533.0
176026,176026,Africa,Uganda,2021-10-27,125861.0,3204.0,1796161.0,,47123533.0
176027,176027,Africa,Uganda,2021-10-28,125920.0,3209.0,1801297.0,3269568.0,47123533.0
176028,176028,Africa,Uganda,2021-10-29,126000.0,3210.0,1806387.0,,47123533.0
176029,176029,Africa,Uganda,2021-10-30,126075.0,3215.0,1811360.0,,47123533.0
176030,176030,Africa,Uganda,2021-10-31,126171.0,3215.0,1816587.0,,47123533.0
176031,176031,Africa,Uganda,2021-11-01,126236.0,3215.0,1820976.0,,47123533.0
176032,176032,Africa,Uganda,2021-11-02,126272.0,3217.0,1825936.0,,47123533.0
176033,176033,Africa,Uganda,2021-11-03,126321.0,3219.0,1830185.0,,47123533.0
176034,176034,Africa,Uganda,2021-11-04,126348.0,3222.0,1836413.0,3604659.0,47123533.0
176035,176035,Africa,Uganda,2021-11-05,126407.0,3224.0,1841503.0,,47123533.0
176036,176036,Africa,Uganda,2021-11-06,126492.0,3226.0,1846902.0,,47123533.0
176037,176037,Africa,Uganda,2021-11-07,126570.0,3227.0,1850164.0,,47123533.0
176038,176038,Africa,Uganda,2021-11-08,126625.0,3228.0,1854910.0,,47123533.0
176039,176039,Africa,Uganda,2021-11-09,126644.0,3230.0,1860467.0,,47123533.0
176040,176040,Africa,Uganda,2021-11-10,126714.0,3231.0,1865329.0,3898698.0,47123533.0
176041,176041,Africa,Uganda,2021-11-11,126763.0,3234.0,1871997.0,,47123533.0
176042,176042,Africa,Uganda,2021-11-12,126833.0,3236.0,1877667.0,,47123533.0
176043,176043,Africa,Uganda,2021-11-13,126889.0,3237.0,1882780.0,,47123533.0
176044,176044,Africa,Uganda,2021-11-14,126923.0,3238.0,1888207.0,,47123533.0
176045,176045,Africa,Uganda,2021-11-15,126965.0,3239.0,1892694.0,4751422.0,47123533.0
176046,176046,Africa,Uganda,2021-11-16,127002.0,3241.0,1897125.0,,47123533.0
176047,176047,Africa,Uganda,2021-11-17,127046.0,3244.0,1901770.0,,47123533.0
176048,176048,Africa,Uganda,2021-11-18,127073.0,3247.0,1907599.0,,47123533.0
176049,176049,Africa,Uganda,2021-11-19,127128.0,3256.0,1913238.0,,47123533.0
176050,176050,Africa,Uganda,2021-11-20,127128.0,3256.0,1918690.0,,47123533.0
176051,176051,Africa,Uganda,2021-11-21,127177.0,3256.0,1922628.0,,47123533.0
176052,176052,Africa,Uganda,2021-11-22,127237.0,3256.0,1927610.0,,47123533.0
176053,176053,Africa,Uganda,2021-11-23,127268.0,3250.0,1932220.0,,47123533.0
176054,176054,Africa,Uganda,2021-11-24,127305.0,3250.0,1937697.0,,47123533.0
176055,176055,Africa,Uganda,2021-11-25,127337.0,3250.0,1943368.0,,47123533.0
176056,176056,Africa,Uganda,2021-11-26,127413.0,3251.0,1948131.0,,47123533.0
176057,176057,Africa,Uganda,2021-11-27,127423.0,3252.0,1953083.0,,47123533.0
176058,176058,Africa,Uganda,2021-11-28,127451.0,3252.0,1958401.0,,47123533.0
176059,176059,Africa,Uganda,2021-11-29,127523.0,3252.0,1963048.0,,47123533.0
176060,176060,Africa,Uganda,2021-11-30,127550.0,3252.0,1968583.0,,47123533.0
176061,176061,Africa,Uganda,2021-12-01,127589.0,3252.0,1972975.0,,47123533.0
176062,176062,Africa,Uganda,2021-12-02,127618.0,3252.0,1978839.0,,47123533.0
176063,176063,Africa,Uganda,2021-12-03,127651.0,3253.0,1984169.0,,47123533.0
176064,176064,Africa,Uganda,2021-12-04,127651.0,3254.0,1989470.0,,47123533.0
176065,176065,Africa,Uganda,2021-12-05,127655.0,3254.0,1994268.0,,47123533.0
176066,176066,Africa,Uganda,2021-12-06,127756.0,3256.0,1998517.0,,47123533.0
176067,176067,Africa,Uganda,2021-12-07,127775.0,3258.0,2003614.0,,47123533.0
176068,176068,Africa,Uganda,2021-12-08,127822.0,3261.0,2003652.0,,47123533.0
176069,176069,Africa,Uganda,2021-12-09,127863.0,3263.0,2013674.0,7813170.0,47123533.0
176070,176070,Africa,Uganda,2021-12-10,127944.0,3265.0,2019433.0,,47123533.0
176071,176071,Africa,Uganda,2021-12-11,127944.0,3267.0,2026011.0,,47123533.0
176072,176072,Africa,Uganda,2021-12-12,127973.0,3268.0,2030496.0,,47123533.0
176073,176073,Africa,Uganda,2021-12-13,128100.0,3269.0,2034616.0,,47123533.0
176074,176074,Africa,Uganda,2021-12-14,128187.0,3269.0,2041466.0,,47123533.0
176075,176075,Africa,Uganda,2021-12-15,128279.0,3269.0,2046278.0,,47123533.0
176076,176076,Africa,Uganda,2021-12-16,128369.0,3271.0,2053117.0,,47123533.0
176077,176077,Africa,Uganda,2021-12-17,128578.0,3272.0,2059797.0,,47123533.0
176078,176078,Africa,Uganda,2021-12-18,128764.0,3272.0,2066294.0,,47123533.0
176079,176079,Africa,Uganda,2021-12-19,129061.0,3273.0,,,47123533.0
176080,176080,Africa,Uganda,2021-12-20,129319.0,3274.0,2078188.0,9763030.0,47123533.0
176081,176081,Africa,Uganda,2021-12-21,129676.0,3274.0,2085180.0,,47123533.0
176082,176082,Africa,Uganda,2021-12-22,130178.0,3274.0,2092620.0,,47123533.0
176083,176083,Africa,Uganda,2021-12-23,130888.0,3274.0,2101546.0,,47123533.0
176084,176084,Africa,Uganda,2021-12-24,131981.0,3274.0,2109457.0,,47123533.0
176085,176085,Africa,Uganda,2021-12-25,133232.0,3274.0,2115474.0,,47123533.0
176086,176086,Africa,Uganda,2021-12-26,134348.0,3275.0,2120823.0,,47123533.0
176087,176087,Africa,Uganda,2021-12-27,135091.0,3280.0,2127766.0,,47123533.0
176088,176088,Africa,Uganda,2021-12-28,136065.0,3285.0,2136079.0,,47123533.0
176089,176089,Africa,Uganda,2021-12-29,137337.0,3287.0,2143822.0,,47123533.0
176090,176090,Africa,Uganda,2021-12-30,139079.0,3291.0,2151870.0,,47123533.0
176091,176091,Africa,Uganda,2021-12-31,140737.0,3294.0,2160185.0,,47123533.0
176092,176092,Africa,Uganda,2022-01-01,142604.0,3297.0,2166777.0,,47123533.0
176093,176093,Africa,Uganda,2022-01-02,144540.0,3302.0,2171946.0,,47123533.0
176094,176094,Africa,Uganda,2022-01-03,145963.0,3306.0,2180640.0,,47123533.0
176095,176095,Africa,Uganda,2022-01-04,146843.0,3312.0,2189299.0,,47123533.0
176096,176096,Africa,Uganda,2022-01-05,148609.0,3313.0,,,47123533.0
176097,176097,Africa,Uganda,2022-01-06,150368.0,3325.0,2205686.0,12085428.0,47123533.0
176098,176098,Africa,Uganda,2022-01-07,150368.0,3325.0,2214470.0,,47123533.0
176099,176099,Africa,Uganda,2022-01-08,152778.0,3337.0,2222413.0,,47123533.0
176100,176100,Africa,Uganda,2022-01-09,153762.0,3339.0,2230135.0,,47123533.0
176101,176101,Africa,Uganda,2022-01-10,154578.0,3357.0,2237144.0,12220106.0,47123533.0
176102,176102,Africa,Uganda,2022-01-11,155443.0,3361.0,2244422.0,,47123533.0
176103,176103,Africa,Uganda,2022-01-12,156113.0,3370.0,2250798.0,,47123533.0
176104,176104,Africa,Uganda,2022-01-13,156704.0,3378.0,2258524.0,,47123533.0
176105,176105,Africa,Uganda,2022-01-14,157227.0,3385.0,2265977.0,,47123533.0
176106,176106,Africa,Uganda,2022-01-15,157754.0,3394.0,2273381.0,,47123533.0
176107,176107,Africa,Uganda,2022-01-16,158238.0,3411.0,2279236.0,,47123533.0
176108,176108,Africa,Uganda,2022-01-17,158743.0,3424.0,2284774.0,,47123533.0
176109,176109,Africa,Uganda,2022-01-18,158933.0,3437.0,2289947.0,,47123533.0
176110,176110,Africa,Uganda,2022-01-19,159270.0,3449.0,,,47123533.0
176111,176111,Africa,Uganda,2022-01-20,159521.0,3459.0,2301253.0,,47123533.0
176112,176112,Africa,Uganda,2022-01-21,159807.0,3463.0,2307432.0,,47123533.0
176113,176113,Africa,Uganda,2022-01-22,160146.0,3465.0,2313681.0,,47123533.0
176114,176114,Africa,Uganda,2022-01-23,160352.0,3474.0,2318408.0,12599741.0,47123533.0
176115,176115,Africa,Uganda,2022-01-24,160572.0,3483.0,2324355.0,,47123533.0
176116,176116,Africa,Uganda,2022-01-25,160778.0,3497.0,2330157.0,,47123533.0
176117,176117,Africa,Uganda,2022-01-26,160974.0,3507.0,2334756.0,,47123533.0
176118,176118,Africa,Uganda,2022-01-27,161259.0,3515.0,2340410.0,,47123533.0
176119,176119,Africa,Uganda,2022-01-28,161421.0,3522.0,2346079.0,,47123533.0
176120,176120,Africa,Uganda,2022-01-29,161503.0,3523.0,2350819.0,,47123533.0
176121,176121,Africa,Uganda,2022-01-30,161693.0,3527.0,,,47123533.0
176122,176122,Africa,Uganda,2022-01-31,161839.0,3533.0,,12911692.0,47123533.0
176123,176123,Africa,Uganda,2022-02-01,161929.0,3538.0,,,47123533.0
176124,176124,Africa,Uganda,2022-02-02,162007.0,3545.0,,,47123533.0
176125,176125,Africa,Uganda,2022-02-03,162049.0,3545.0,2364426.0,,47123533.0
176126,176126,Africa,Uganda,2022-02-04,162136.0,3549.0,,,47123533.0
176127,176127,Africa,Uganda,2022-02-05,162203.0,3552.0,2368066.0,,47123533.0
176128,176128,Africa,Uganda,2022-02-06,162273.0,3557.0,,,47123533.0
176129,176129,Africa,Uganda,2022-02-07,162375.0,3566.0,,14973293.0,47123533.0
176130,176130,Africa,Uganda,2022-02-08,162442.0,3568.0,2385367.0,,47123533.0
176131,176131,Africa,Uganda,2022-02-09,162510.0,3570.0,,,47123533.0
176132,176132,Africa,Uganda,2022-02-10,162559.0,3572.0,2389360.0,,47123533.0
176133,176133,Africa,Uganda,2022-02-11,162639.0,3575.0,,,47123533.0
176134,176134,Africa,Uganda,2022-02-12,162639.0,3575.0,,,47123533.0
176135,176135,Africa,Uganda,2022-02-13,162696.0,3575.0,2406387.0,,47123533.0
176136,176136,Africa,Uganda,2022-02-14,162822.0,3579.0,,,47123533.0
176137,176137,Africa,Uganda,2022-02-15,162869.0,3580.0,2414784.0,,47123533.0
176138,176138,Africa,Uganda,2022-02-16,162932.0,3582.0,,,47123533.0
176139,176139,Africa,Uganda,2022-02-17,162932.0,3582.0,,,47123533.0
176140,176140,Africa,Uganda,2022-02-18,162973.0,3582.0,2426761.0,,47123533.0
176141,176141,Africa,Uganda,2022-02-19,163004.0,3582.0,,,47123533.0
176142,176142,Africa,Uganda,2022-02-20,163032.0,3582.0,,,47123533.0
176143,176143,Africa,Uganda,2022-02-21,163116.0,3585.0,2437127.0,16254268.0,47123533.0
176144,176144,Africa,Uganda,2022-02-22,163138.0,3585.0,,,47123533.0
176145,176145,Africa,Uganda,2022-02-23,163152.0,3585.0,2443245.0,,47123533.0
176146,176146,Africa,Uganda,2022-02-24,163179.0,3585.0,2446107.0,,47123533.0
176147,176147,Africa,Uganda,2022-02-25,163231.0,3585.0,,,47123533.0
176148,176148,Africa,Uganda,2022-02-26,163231.0,3585.0,2452572.0,,47123533.0
176149,176149,Africa,Uganda,2022-02-27,163250.0,3588.0,2457240.0,,47123533.0
176150,176150,Africa,Uganda,2022-02-28,163307.0,3588.0,,16672943.0,47123533.0
176151,176151,Africa,Uganda,2022-03-01,163342.0,3588.0,,,47123533.0
176152,176152,Africa,Uganda,2022-03-02,163342.0,3588.0,2465948.0,,47123533.0
176153,176153,Africa,Uganda,2022-03-03,163383.0,3588.0,,,47123533.0
176154,176154,Africa,Uganda,2022-03-04,163383.0,3590.0,2468798.0,,47123533.0
176155,176155,Africa,Uganda,2022-03-05,163383.0,3590.0,,,47123533.0
176156,176156,Africa,Uganda,2022-03-06,163383.0,3590.0,2472516.0,,47123533.0
176157,176157,Africa,Uganda,2022-03-07,163402.0,3592.0,2482619.0,,47123533.0
176158,176158,Africa,Uganda,2022-03-08,163416.0,3592.0,,,47123533.0
176159,176159,Africa,Uganda,2022-03-09,163454.0,3593.0,,17060289.0,47123533.0
176160,176160,Africa,Uganda,2022-03-10,163513.0,3593.0,2491586.0,,47123533.0
176161,176161,Africa,Uganda,2022-03-11,163529.0,3594.0,,,47123533.0
176162,176162,Africa,Uganda,2022-03-12,163529.0,3594.0,,,47123533.0
176163,176163,Africa,Uganda,2022-03-13,163529.0,3594.0,,,47123533.0
176164,176164,Africa,Uganda,2022-03-14,163541.0,3594.0,,17197954.0,47123533.0
176165,176165,Africa,Uganda,2022-03-15,163597.0,3594.0,,,47123533.0
176166,176166,Africa,Uganda,2022-03-16,163609.0,3594.0,,,47123533.0
176167,176167,Africa,Uganda,2022-03-17,163627.0,3595.0,,,47123533.0
176168,176168,Africa,Uganda,2022-03-18,163634.0,3595.0,,,47123533.0
176169,176169,Africa,Uganda,2022-03-19,163635.0,3595.0,,,47123533.0
176170,176170,Africa,Uganda,2022-03-20,163688.0,3595.0,2513469.0,,47123533.0
176171,176171,Africa,Uganda,2022-03-21,163768.0,3595.0,,,47123533.0
176172,176172,Africa,Uganda,2022-03-22,163768.0,3595.0,,,47123533.0
176173,176173,Africa,Uganda,2022-03-23,163775.0,3595.0,,,47123533.0
176174,176174,Africa,Uganda,2022-03-24,163817.0,3595.0,2529930.0,,47123533.0
176175,176175,Africa,Uganda,2022-03-25,163830.0,3595.0,,,47123533.0
176176,176176,Africa,Uganda,2022-03-26,163843.0,3595.0,,,47123533.0
176177,176177,Africa,Uganda,2022-03-27,163862.0,3595.0,,,47123533.0
176178,176178,Africa,Uganda,2022-03-28,163869.0,3596.0,2542633.0,,47123533.0
176179,176179,Africa,Uganda,2022-03-29,163878.0,3596.0,,17605945.0,47123533.0
176180,176180,Africa,Uganda,2022-03-30,163892.0,3596.0,,,47123533.0
176181,176181,Africa,Uganda,2022-03-31,163905.0,3596.0,,,47123533.0
176182,176182,Africa,Uganda,2022-04-01,163919.0,3596.0,2555603.0,,47123533.0
176183,176183,Africa,Uganda,2022-04-02,163932.0,3596.0,,,47123533.0
176184,176184,Africa,Uganda,2022-04-03,163936.0,3596.0,,,47123533.0
176185,176185,Africa,Uganda,2022-04-04,163949.0,3596.0,,,47123533.0
176186,176186,Africa,Uganda,2022-04-05,163951.0,3596.0,,,47123533.0
176187,176187,Africa,Uganda,2022-04-06,163954.0,3596.0,,,47123533.0
176188,176188,Africa,Uganda,2022-04-07,163954.0,3596.0,2573530.0,,47123533.0
176189,176189,Africa,Uganda,2022-04-08,163972.0,3596.0,,,47123533.0
176190,176190,Africa,Uganda,2022-04-09,163985.0,3596.0,,,47123533.0
176191,176191,Africa,Uganda,2022-04-10,163993.0,3596.0,2577730.0,19399787.0,47123533.0
176192,176192,Africa,Uganda,2022-04-11,163996.0,3596.0,,,47123533.0
176193,176193,Africa,Uganda,2022-04-12,164012.0,3596.0,,,47123533.0
176194,176194,Africa,Uganda,2022-04-13,164024.0,3596.0,,,47123533.0
176195,176195,Africa,Uganda,2022-04-14,164035.0,3597.0,,,47123533.0
176196,176196,Africa,Uganda,2022-04-15,164042.0,3597.0,,,47123533.0
176197,176197,Africa,Uganda,2022-04-16,164051.0,3597.0,,,47123533.0
176198,176198,Africa,Uganda,2022-04-17,164051.0,3597.0,,,47123533.0
176199,176199,Africa,Uganda,2022-04-18,164055.0,3597.0,2598861.0,,47123533.0
176200,176200,Africa,Uganda,2022-04-19,164058.0,3597.0,,,47123533.0
176201,176201,Africa,Uganda,2022-04-20,164069.0,3597.0,,,47123533.0
176202,176202,Africa,Uganda,2022-04-21,164069.0,3597.0,,,47123533.0
176203,176203,Africa,Uganda,2022-04-22,164069.0,3597.0,,,47123533.0
176204,176204,Africa,Uganda,2022-04-23,164069.0,3597.0,,,47123533.0
176205,176205,Africa,Uganda,2022-04-24,164069.0,3597.0,2612795.0,,47123533.0
176206,176206,Africa,Uganda,2022-04-25,164069.0,3597.0,,,47123533.0
176207,176207,Africa,Uganda,2022-04-26,164069.0,3597.0,,19643808.0,47123533.0
176208,176208,Africa,Uganda,2022-04-27,164069.0,3597.0,,,47123533.0
176209,176209,Africa,Uganda,2022-04-28,164069.0,3597.0,,,47123533.0
176210,176210,Africa,Uganda,2022-04-29,164084.0,3597.0,,,47123533.0
176211,176211,Africa,Uganda,2022-04-30,164084.0,3597.0,,,47123533.0
176212,176212,Africa,Uganda,2022-05-01,164084.0,3597.0,,20223978.0,47123533.0
176213,176213,Africa,Uganda,2022-05-02,164104.0,3597.0,,,47123533.0
176214,176214,Africa,Uganda,2022-05-03,164104.0,3597.0,,,47123533.0
176215,176215,Africa,Uganda,2022-05-04,164104.0,3597.0,2651965.0,,47123533.0
176216,176216,Africa,Uganda,2022-05-05,164104.0,3597.0,,,47123533.0
176217,176217,Africa,Uganda,2022-05-06,164118.0,3598.0,,,47123533.0
176218,176218,Africa,Uganda,2022-05-07,164118.0,3598.0,,,47123533.0
176219,176219,Africa,Uganda,2022-05-08,164118.0,3598.0,,20899440.0,47123533.0
176220,176220,Africa,Uganda,2022-05-09,164149.0,3598.0,,,47123533.0
176221,176221,Africa,Uganda,2022-05-10,164153.0,3598.0,,,47123533.0
176222,176222,Africa,Uganda,2022-05-11,164153.0,3598.0,2665752.0,,47123533.0
176223,176223,Africa,Uganda,2022-05-12,164153.0,3598.0,,,47123533.0
176224,176224,Africa,Uganda,2022-05-13,164153.0,3598.0,,,47123533.0
176225,176225,Africa,Uganda,2022-05-14,164153.0,3598.0,,,47123533.0
176226,176226,Africa,Uganda,2022-05-15,164153.0,3598.0,,20899440.0,47123533.0
176227,176227,Africa,Uganda,2022-05-16,164153.0,3598.0,,,47123533.0
176228,176228,Africa,Uganda,2022-05-17,164153.0,3598.0,,,47123533.0
176229,176229,Africa,Uganda,2022-05-18,164153.0,3598.0,2681702.0,,47123533.0
176230,176230,Africa,Uganda,2022-05-19,164153.0,3598.0,,,47123533.0
176231,176231,Africa,Uganda,2022-05-20,164153.0,3598.0,,,47123533.0
176232,176232,Africa,Uganda,2022-05-21,164153.0,3598.0,,,47123533.0
176233,176233,Africa,Uganda,2022-05-22,164153.0,3598.0,,21044430.0,47123533.0
176234,176234,Africa,Uganda,2022-05-23,164153.0,3598.0,,,47123533.0
176235,176235,Africa,Uganda,2022-05-24,164331.0,3600.0,,,47123533.0
176236,176236,Africa,Uganda,2022-05-25,164331.0,3600.0,,,47123533.0
176237,176237,Africa,Uganda,2022-05-26,164331.0,3600.0,,,47123533.0
176238,176238,Africa,Uganda,2022-05-27,164366.0,3602.0,,,47123533.0
